0,0,-4
0,0,-4
0,0,-4
0,0,-4
0,0,-4
0,0,-4
0,0,-4
0,0,-4
0,-4.04508,-2.9389
0,-4.04512,-2.93899999999999
0,-4.0451,-2.9389
0,-4.045,-2.9389
0,-4.0451,-2.93889999999999
0,-4.0451,-2.93900000000001
0,-4.0451,-2.9389
0,-4.0451,-2.93889999999999
2,0,-4
0,-4.04508,-2.9389
0,-4.04512,-2.93899999999999
0,-4.0451,-2.9389
0,-4.045,-2.9389
0,-4.0451,-2.93889999999999
0,-4.0451,-2.93900000000001
0,-4.0451,-2.9389
0,-4.0451,-2.93889999999999
0,-4.04508,1.0611
0,-4.04512,1.06100000000001
0,-4.0451,1.0611
0,-4.045,1.0611
0,-4.0451,1.06110000000001
0,-4.0451,1.06099999999999
0,-4.0451,1.0611
0,-4.0451,1.06110000000001
0,4.04508,-2.9389
0,4.04512,-2.93899999999999
0,4.0451,-2.9389
0,4.045,-2.9389
0,4.0451,-2.93889999999999
0,4.0451,-2.93900000000001
0,4.0451,-2.9389
0,4.0451,-2.93889999999999
0,4.04508,1.0611
0,4.04512,1.06100000000001
0,4.0451,1.0611
0,4.045,1.0611
0,4.0451,1.06110000000001
0,4.0451,1.06099999999999
0,4.0451,1.0611
0,4.0451,1.06110000000001
2,0,0
0,0,-4
0,0,-4
0,0,-4
0,0,-4
0,0,-4
0,0,-4
0,0,-4
0,0,-4
0,4.04508,-2.9389
0,4.04512,-2.93899999999999
0,4.0451,-2.9389
0,4.045,-2.9389
0,4.0451,-2.93889999999999
0,4.0451,-2.93900000000001
0,4.0451,-2.9389
0,4.0451,-2.93889999999999
0,4.04508,-2.9389
0,4.04512,-2.93899999999999
0,4.0451,-2.9389
0,4.045,-2.9389
0,4.0451,-2.93889999999999
0,4.0451,-2.93900000000001
0,4.0451,-2.9389
0,4.0451,-2.93889999999999
2,4.04508,-2.9389
2,4.04512,-2.93899999999999
2,4.0451,-2.9389
2,4.045,-2.9389
2,4.0451,-2.93889999999999
2,4.0451,-2.93900000000001
2,4.0451,-2.9389
2,4.0451,-2.93889999999999
-2,0,0
-2,0,0
-2,0,0
-2,0,0
-2,0,0
-2,0,0
-2,0,0
-2,0,0
0,-4.04508,-2.9389
0,-4.04512,-2.93899999999999
0,-4.0451,-2.9389
0,-4.045,-2.9389
0,-4.0451,-2.93889999999999
0,-4.0451,-2.93900000000001
0,-4.0451,-2.9389
0,-4.0451,-2.93889999999999
0,-4,0
0,-4,0
0,-4,0
0,-4,0
0,-4,0
0,-4,0
0,-4,0
0,-4,0
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,4,5
0,4,5
0,4,5
0,4,5
0,4,5
0,4,5
0,4,5
0,4,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
-2,0,5
-2,0,5
-2,0,5
-2,0,5
-2,0,5
-2,0,5
-2,0,5
-2,0,5
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
0,0,5
